customer_id,balance,interest_rate,default_rate,acquisition_cost,revenue,loss,net_profit,bank_name
3831,46962.14,0.2796,0.0671,4622.1,13130.61,3151.16,5357.35,HDFC
3832,42075.54,0.3386,0.0759,5938.8,14246.78,3193.53,5114.45,ICICI
3833,65541.31,0.2802,0.0372,5253.21,18364.68,2438.14,10673.33,HDFC
3834,28655.38,0.3214,0.061,2768.66,9209.84,1747.98,4693.2,SBI
3835,35448.14,0.3112,0.0388,4310.71,11031.46,1375.39,5345.36,Kotak
3836,44036.63,0.2927,0.0452,2265.65,12889.52,1990.46,8633.41,SBI
3837,68564.81,0.2739,0.0686,2987.66,18779.9,4703.55,11088.69,ICICI
3838,55696.51,0.2869,0.0158,2688.87,15979.33,880,12410.46,Axis
3839,35479.31,0.3092,0.0471,3342.18,10970.2,1671.08,5956.94,HDFC
3840,45345.38,0.2851,0.025,4715.26,12927.97,1133.63,7079.08,Kotak
3841,40785.15,0.2715,0.0338,3997.57,11073.17,1378.54,5697.06,Axis
3842,39353.17,0.2616,0.0551,5731.64,10294.79,2168.36,2394.79,SBI
3843,64683.34,0.338,0.0119,2851,21862.97,769.73,18242.24,Kotak
3844,29423.85,0.294,0.0516,3456.84,8650.61,1518.27,3675.5,Axis
3845,74131.71,0.3125,0.0298,3319.41,23166.16,2209.12,17637.63,Kotak
3846,62423.45,0.299,0.0569,2943.85,18664.61,3551.89,12168.87,ICICI
3847,66362.93,0.3373,0.0199,5972.68,22384.22,1320.62,15090.92,ICICI
3848,43055.91,0.3047,0.0615,3548.9,13119.14,2647.94,6922.3,HDFC
3849,47750.89,0.2981,0.0552,5762.04,14234.54,2635.85,5836.65,HDFC
3850,28502.72,0.3425,0.078,3561.89,9762.18,2223.21,3977.08,ICICI
3851,42130.06,0.322,0.0738,2816.37,13565.88,3109.2,7640.31,Kotak
3852,57404.82,0.2612,0.0298,2476.83,14994.14,1710.66,10806.65,ICICI
3853,69440.95,0.2678,0.0119,5422.25,18596.29,826.35,12347.69,HDFC
3854,33392.65,0.3287,0.0559,2128.39,10976.16,1866.65,6981.12,ICICI
3855,44517.41,0.3336,0.0522,5857.58,14851.01,2323.81,6669.62,ICICI
3856,47730.51,0.3045,0.0119,3672.76,14533.94,567.99,10293.19,Kotak
3857,29063.16,0.3054,0.0186,2989.5,8875.89,540.57,5345.82,Axis
3858,58870.24,0.3132,0.0509,4469.78,18438.16,2996.5,10971.88,HDFC
3859,39140.15,0.2939,0.0738,2531.65,11503.29,2888.54,6083.1,Kotak
3860,47069.14,0.318,0.0735,2288.58,14967.99,3459.58,9219.83,ICICI
3861,43220.76,0.2608,0.0206,5311.13,11271.97,890.35,5070.49,ICICI
3862,38159.92,0.3461,0.0369,3698.68,13207.15,1408.1,8100.37,Axis
3863,49894.33,0.325,0.013,4073.02,16215.66,648.63,11494.01,HDFC
3864,46765.86,0.3131,0.0428,2706.78,14642.39,2001.58,9934.03,HDFC
3865,44422.13,0.2816,0.0627,2245.7,12509.27,2785.27,7478.3,SBI
3866,39073.08,0.2661,0.0653,3471.1,10397.35,2551.47,4374.78,HDFC
3867,54792.87,0.2909,0.0449,4024.59,15939.25,2460.2,9454.46,Axis
3868,74804.26,0.3162,0.0167,5061.72,23653.11,1249.23,17342.16,SBI
3869,52098.31,0.3134,0.0367,4004.21,16327.61,1912.01,10411.39,SBI
3870,64941.77,0.2883,0.0752,5130.03,18722.71,4883.62,8709.06,ICICI
3871,29146.67,0.3113,0.0261,2461.73,9073.36,760.73,5850.9,ICICI
3872,52366.42,0.3314,0.0324,2255.85,17354.23,1696.67,13401.71,HDFC
3873,33539.48,0.2526,0.0623,2635.44,8472.07,2089.51,3747.12,SBI
3874,27846.13,0.2951,0.0614,5088.05,8217.39,1709.75,1419.59,ICICI
3875,38909.43,0.3259,0.0739,5037.32,12680.58,2875.41,4767.85,Axis
3876,67878.49,0.3046,0.0372,2565.47,20675.79,2525.08,15585.24,ICICI
3877,64250.24,0.3151,0.046,2123.95,20245.25,2955.51,15165.79,ICICI
3878,53645.07,0.3017,0.0427,4741.13,16184.72,2290.64,9152.95,SBI
3879,27009.49,0.3492,0.0749,5421.13,9431.71,2023.01,1987.57,SBI
3880,47055.79,0.2555,0.0639,5016.43,12022.75,3006.86,3999.46,Kotak
3881,54525.5,0.2991,0.0682,2811.2,16308.58,3718.64,9778.74,Axis
3882,52633.04,0.2591,0.0193,4335.07,13637.22,1015.82,8286.33,SBI
3883,22343.1,0.266,0.0654,5029.46,5943.26,1461.24,-547.44,HDFC
3884,36645.23,0.2883,0.0403,3023.31,10564.82,1476.8,6064.71,Axis
3885,49038.83,0.2656,0.0116,4110.88,13024.71,568.85,8344.98,Axis
3886,58044.36,0.3464,0.0142,3257.84,20106.57,824.23,16024.5,SBI
3887,17058.08,0.3447,0.0575,2902.3,5879.92,980.84,1996.78,Axis
3888,47568.14,0.2836,0.036,5878.36,13490.32,1712.45,5899.51,SBI
3889,52145.73,0.314,0.0708,5650.33,16373.76,3691.92,7031.51,ICICI
3890,62744.18,0.3034,0.0614,3782.67,19036.58,3852.49,11401.42,Kotak
3891,60392.86,0.3316,0.0115,2547.11,20026.27,694.52,16784.64,ICICI
3892,58738.57,0.3127,0.0581,4911.63,18367.55,3412.71,10043.21,SBI
3893,38000.89,0.25,0.0235,3022.8,9500.22,893.02,5584.4,SBI
3894,21379.97,0.3263,0.0396,2674.07,6976.28,846.65,3455.56,ICICI
3895,44104.21,0.3247,0.0537,3526.12,14320.64,2368.4,8426.12,HDFC
3896,65024.48,0.301,0.0711,4119.4,19572.37,4623.24,10829.73,HDFC
3897,70901.82,0.3403,0.0419,2389.76,24127.89,2970.79,18767.34,HDFC
3898,60658.24,0.3408,0.0666,4286.99,20672.33,4039.84,12345.5,SBI
3899,56440.11,0.3024,0.0648,2061.39,17067.49,3657.32,11348.78,Axis
3900,55694.59,0.3108,0.039,5567.48,17309.88,2172.09,9570.31,SBI
3901,41658.22,0.3497,0.0451,5682.97,14567.88,1878.79,7006.12,Axis
3902,48049.1,0.2799,0.059,4932.28,13448.94,2834.9,5681.76,ICICI
3903,75036.04,0.2825,0.0122,3866.2,21197.68,915.44,16416.04,Kotak
3904,35861.63,0.2683,0.0724,3019.59,9621.68,2596.38,4005.71,Axis
3905,74221.68,0.3396,0.0639,4976.45,25205.68,4742.77,15486.46,HDFC
3906,45169.58,0.3244,0.0275,5727.19,14653.01,1242.16,7683.66,SBI
3907,69881.48,0.2606,0.0787,2634.13,18211.11,5499.67,10077.31,ICICI
3908,28897.77,0.3482,0.0226,3863.29,10062.2,653.09,5545.82,HDFC
3909,58788.56,0.3231,0.074,3261.05,18994.58,4350.35,11383.18,ICICI
3910,38948.45,0.3351,0.0327,3426.97,13051.63,1273.61,8351.05,Kotak
3911,28770.99,0.2548,0.0634,3623.03,7330.85,1824.08,1883.74,SBI
3912,53278.01,0.3005,0.0419,5807.19,16010.04,2232.35,7970.5,SBI
3913,65142.08,0.3199,0.0616,3034.55,20838.95,4012.75,13791.65,Kotak
3914,37325.88,0.3043,0.0209,3970.7,11358.27,780.11,6607.46,SBI
3915,27514.76,0.3167,0.0289,5805.95,8713.92,795.18,2112.79,Axis
3916,48622.33,0.3318,0.017,3904.23,16132.89,826.58,11402.08,ICICI
3917,48688.47,0.2874,0.0706,5454.4,13993.07,3437.41,5101.26,HDFC
3918,58224.79,0.3349,0.0307,2235.06,19499.48,1787.5,15476.92,Kotak
3919,64243.92,0.2663,0.0586,5812.12,17108.16,3764.69,7531.35,Axis
3920,49108.77,0.2771,0.0674,2750.12,13608.04,3309.93,7547.99,HDFC
3921,77832.55,0.2543,0.0731,5919.74,19792.82,5689.56,8183.52,HDFC
3922,53363.52,0.2864,0.0174,2702.31,15283.31,928.53,11652.47,Kotak
3923,44803.6,0.288,0.0725,3777.46,12903.44,3248.26,5877.72,Axis
3924,25826.49,0.3305,0.0238,3234.46,8535.65,614.67,4686.52,HDFC
3925,46060.11,0.3153,0.0616,3732.93,14522.75,2837.3,7952.52,HDFC
3926,44954.2,0.2937,0.061,3002.1,13203.05,2742.21,7458.74,Axis
3927,64404.57,0.3152,0.0106,5861.27,20300.32,682.69,13756.36,SBI
3928,56937.25,0.2553,0.0254,3222.9,14536.08,1446.21,9866.97,HDFC
3929,32309.46,0.268,0.0444,4613.1,8658.94,1434.54,2611.3,ICICI
3930,52583.82,0.3127,0.0394,2549.79,16442.96,2071.8,11821.37,Axis
3931,60072.97,0.3141,0.0743,5297.55,18868.92,4463.42,9107.95,HDFC
3932,72920.47,0.3274,0.0352,4170.03,23874.16,2566.8,17137.33,Kotak
3933,63312.56,0.2903,0.0756,5917.78,18379.64,4786.43,7675.43,ICICI
3934,61412.7,0.3223,0.0422,3693.61,19793.31,2591.62,13508.08,HDFC
3935,50901.29,0.3184,0.0775,2781.79,16206.97,3944.85,9480.33,ICICI
3936,55824.68,0.3463,0.0616,3384.08,19332.09,3438.8,12509.21,ICICI
3937,68742.57,0.2715,0.0681,4947.86,18663.61,4681.37,9034.38,SBI
3938,30008.34,0.3052,0.0173,4636.43,9158.55,519.14,4002.98,ICICI
3939,44758.41,0.3102,0.051,5113.39,13884.06,2282.68,6487.99,SBI
3940,38411.47,0.3499,0.02,2293.88,13440.17,768.23,10378.06,Axis
3941,55687.3,0.2701,0.0308,4321.48,15041.14,1715.17,9004.49,SBI
3942,68453.33,0.3023,0.0536,5728.67,20693.44,3669.1,11295.67,Kotak
3943,41045.39,0.2846,0.0608,2431.61,11681.52,2495.56,6754.35,HDFC
3944,14145.43,0.3026,0.0127,2377.34,4280.41,179.65,1723.42,Axis
3945,43816.69,0.2732,0.0472,4866.42,11970.72,2068.15,5036.15,Axis
3946,63702.11,0.2548,0.0496,3260.73,16231.3,3159.62,9810.95,Kotak
3947,58064.45,0.3073,0.0155,4634.32,17843.21,900,12308.89,SBI
3948,56422.79,0.2836,0.045,4181.54,16001.5,2539.03,9280.93,HDFC
3949,45800.1,0.2682,0.06,5944.27,12283.59,2748.01,3591.31,SBI
3950,30814.54,0.2824,0.0137,5556.23,8702.03,422.16,2723.64,ICICI
3951,57729.41,0.2549,0.0632,4712.29,14715.23,3648.5,6354.44,SBI
3952,37485.77,0.345,0.0503,3046.7,12932.59,1885.53,8000.36,Axis
3953,82761.45,0.3081,0.0683,3047.63,25498.8,5652.61,16798.56,HDFC
3954,58557.61,0.3315,0.0253,5528.98,19411.85,1481.51,12401.36,SBI
3955,41290.28,0.2923,0.0683,4341.36,12069.15,2820.13,4907.66,HDFC
3956,40829.22,0.3403,0.0166,5157.13,13894.18,677.77,8059.28,HDFC
3957,48605.84,0.2983,0.0383,3799.46,14499.12,1861.6,8838.06,ICICI
3958,46407.47,0.3074,0.024,2412.29,14265.66,1113.78,10739.59,ICICI
3959,66752.51,0.2992,0.0713,3330.75,19972.35,4759.45,11882.15,Axis
3960,52796.24,0.3233,0.0593,2644.6,17069.02,3130.82,11293.6,Kotak
3961,39025.52,0.3067,0.0118,5127.33,11969.13,460.5,6381.3,HDFC
3962,78356.61,0.2772,0.0107,4802.05,21720.45,838.42,16079.98,Kotak
3963,50739.62,0.2646,0.0304,2353.65,13425.7,1542.48,9529.57,Axis
3964,61532.6,0.3106,0.02,4485.54,19112.03,1230.65,13395.84,HDFC
3965,40876.6,0.2989,0.0541,5496.54,12218.02,2211.42,4510.06,HDFC
3966,55446.73,0.2596,0.0565,4789.46,14393.97,3132.74,6471.77,Kotak
3967,54666.65,0.2896,0.0759,4044.45,15831.46,4149.2,7637.81,SBI
3968,21655.26,0.3015,0.0766,3247.45,6529.06,1658.79,1622.82,ICICI
3969,80229.13,0.3327,0.0561,5548.39,26692.23,4500.85,16642.99,SBI
3970,69359.67,0.2576,0.0104,3691.22,17867.05,721.34,13454.49,Kotak
3971,44042.07,0.2848,0.0351,5421.57,12543.18,1545.88,5575.73,ICICI
3972,33465.95,0.3323,0.0459,5132,11120.74,1536.09,4452.65,SBI
3973,55213.42,0.3148,0.0449,5264.91,17381.18,2479.08,9637.19,ICICI
3974,51300.47,0.279,0.0522,5959.19,14312.83,2677.88,5675.76,HDFC
3975,55335.03,0.3345,0.0772,4995.03,18509.57,4271.86,9242.68,SBI
3976,52873.66,0.2993,0.072,2136.16,15825.09,3806.9,9882.03,ICICI
3977,57593.61,0.2998,0.0176,2821.74,17266.56,1013.65,13431.17,ICICI
3978,71709.59,0.3477,0.0286,2140.78,24933.42,2050.89,20741.75,ICICI
3979,58521.55,0.3447,0.0683,2759.65,20172.38,3997.02,13415.71,SBI
3980,34255.17,0.2859,0.0677,2245.76,9793.55,2319.08,5228.71,Axis
3981,70438.44,0.2641,0.0293,4006.47,18602.79,2063.85,12532.47,SBI
3982,74609.22,0.2826,0.0611,2112.82,21084.57,4558.62,14413.13,Kotak
3983,97280.85,0.253,0.057,3890.32,24612.06,5545.01,15176.73,SBI
3984,33147.59,0.2521,0.0431,5595.36,8356.51,1428.66,1332.49,ICICI
3985,53643.23,0.2896,0.0241,4994.3,15535.08,1292.8,9247.98,HDFC
3986,18768.52,0.3441,0.0722,5775.82,6458.25,1355.09,-672.66,SBI
3987,58297.24,0.3371,0.0574,2906.59,19652,3346.26,13399.15,SBI
3988,41777,0.3011,0.0218,4124.34,12579.05,910.74,7543.97,ICICI
3989,78851.69,0.3065,0.0593,3274.32,24168.04,4675.91,16217.81,HDFC
3990,38380.78,0.2506,0.0619,3975.28,9618.22,2375.77,3267.17,HDFC
3991,24662.25,0.2716,0.0721,4228.3,6698.27,1778.15,691.82,Kotak
3992,42931.04,0.2525,0.0256,2144.74,10840.09,1099.03,7596.32,SBI
3993,20367.68,0.3255,0.0792,2933.02,6629.68,1613.12,2083.54,HDFC
3994,61266.49,0.2646,0.0207,4819.09,16211.11,1268.22,10123.8,HDFC
3995,19023.75,0.3369,0.052,5091.71,6409.1,989.23,328.16,Axis
3996,50426.86,0.3143,0.056,4277.81,15849.16,2823.9,8747.45,Axis
3997,18832.82,0.2729,0.0393,3083.32,5139.48,740.13,1316.03,HDFC
3998,45195.53,0.2658,0.0433,3620.34,12012.97,1956.97,6435.66,Kotak
3999,74650.67,0.3128,0.0724,2384.15,23350.73,5404.71,15561.87,HDFC
4000,55409.72,0.3401,0.0552,5812.72,18844.85,3058.62,9973.51,ICICI
4001,37047.6,0.3218,0.0448,5474.71,11921.92,1659.73,4787.48,SBI
4002,49531.95,0.2849,0.019,2262.41,14111.65,941.11,10908.13,Kotak
4003,50270.25,0.3087,0.0105,2665.96,15518.43,527.84,12324.63,ICICI
4004,57089.46,0.2811,0.0187,4324.38,16047.85,1067.57,10655.9,Kotak
4005,29497.12,0.3499,0.0769,2929.72,10321.04,2268.33,5122.99,ICICI
4006,58888.51,0.3249,0.0635,5737.6,19132.88,3739.42,9655.86,SBI
4007,9434.13,0.3114,0.0777,5022.36,2937.79,733.03,-2817.6,SBI
4008,40551.73,0.2923,0.0125,3093.17,11853.27,506.9,8253.2,Axis
4009,42675.89,0.3118,0.0576,2024.41,13306.34,2458.13,8823.8,ICICI
4010,59499.9,0.2842,0.0131,5197.79,16909.87,779.45,10932.63,Axis
4011,50339.46,0.2529,0.0647,3696.36,12730.85,3256.96,5777.53,ICICI
4012,28916.55,0.2895,0.0367,4569.51,8371.34,1061.24,2740.59,Axis
4013,35225.1,0.343,0.0167,3147.9,12082.21,588.26,8346.05,SBI
4014,52980.2,0.3126,0.0498,2571.49,16561.61,2638.41,11351.71,Kotak
4015,48813.99,0.2584,0.0296,4701.25,12613.54,1444.89,6467.4,Axis
4016,41313.14,0.3385,0.0562,3801.3,13984.5,2321.8,7861.4,ICICI
4017,42787.49,0.2769,0.0561,2940.68,11847.86,2400.38,6506.8,ICICI
4018,60442.52,0.2744,0.0594,2550.51,16585.43,3590.29,10444.63,SBI
4019,42234.61,0.2797,0.0795,4321.92,11813.02,3357.65,4133.45,ICICI
4020,48678.63,0.3077,0.0371,4902.2,14978.41,1805.98,8270.23,HDFC
4021,82549.05,0.3045,0.0426,3135.55,25136.19,3516.59,18484.05,Kotak
4022,28644.76,0.2991,0.0663,4940.57,8567.65,1899.15,1727.93,Axis
4023,22222.36,0.3218,0.0505,2732.49,7151.16,1122.23,3296.44,Kotak
4024,61753.84,0.2817,0.0126,3353.66,17396.06,778.1,13264.3,SBI
4025,39820.35,0.3282,0.069,4979.53,13069.04,2747.6,5341.91,Axis
4026,45226.44,0.2675,0.0136,4640.57,12098.07,615.08,6842.42,Axis
4027,38282.65,0.3283,0.022,3082.09,12568.19,842.22,8643.88,HDFC
4028,46103,0.3164,0.0171,2488.54,14586.99,788.36,11310.09,SBI
4029,73978.07,0.3183,0.0155,2169.89,23547.22,1146.66,20230.67,ICICI
4030,62031.93,0.2982,0.0118,5351.66,18497.92,731.98,12414.28,HDFC
4031,62933.35,0.3167,0.0139,2300.57,19930.99,874.77,16755.65,HDFC
4032,28756.59,0.258,0.041,2459.38,7419.2,1179.02,3780.8,Kotak
4033,32732.69,0.3352,0.0277,2950.84,10972,906.7,7114.46,Kotak
4034,7413.82,0.2556,0.0189,3782.68,1894.97,140.12,-2027.83,Kotak
4035,37859.29,0.2649,0.0561,5159.15,10028.93,2123.91,2745.87,HDFC
4036,64350.55,0.3077,0.0258,2989.92,19800.66,1660.24,15150.5,ICICI
4037,57754.2,0.3239,0.0113,4174.03,18706.59,652.62,13879.94,Axis
4038,46677.3,0.2576,0.0393,2361.49,12024.07,1834.42,7828.16,Kotak
4039,49665.5,0.3421,0.0317,3858.04,16990.57,1574.4,11558.13,ICICI
4040,39666.72,0.3474,0.0323,2710.56,13780.22,1281.24,9788.42,SBI
4041,53071.38,0.3106,0.0412,2844.77,16483.97,2186.54,11452.66,Kotak
4042,61488.17,0.2981,0.0568,3467.31,18329.62,3492.53,11369.78,Axis
4043,25761.7,0.3241,0.0532,5045.39,8349.37,1370.52,1933.46,SBI
4044,54494.72,0.2828,0.0756,4975.95,15411.11,4119.8,6315.36,SBI
4045,63986.52,0.2993,0.0462,3659.89,19151.17,2956.18,12535.1,Axis
4046,43773.5,0.3416,0.0431,2474.68,14953.03,1886.64,10591.71,Kotak
4047,60510.51,0.3456,0.0249,3122.77,20912.43,1506.71,16282.95,HDFC
4048,92219.82,0.3427,0.0629,4021.42,31603.73,5800.63,21781.68,Axis
4049,48434.86,0.2762,0.0199,5477.65,13377.71,963.85,6936.21,Axis
4050,55899.61,0.2732,0.0444,5873.02,15271.77,2481.94,6916.81,Axis
4051,38929.14,0.2798,0.0395,4549.88,10892.37,1537.7,4804.79,SBI
4052,52718.77,0.2941,0.0561,3402.75,15504.59,2957.52,9144.32,ICICI
4053,56904.07,0.2814,0.0742,4773.81,16012.81,4222.28,7016.72,HDFC
4054,52922.64,0.2874,0.0763,3344.92,15209.97,4038,7827.05,Kotak
4055,34704.57,0.3121,0.0217,4501.89,10831.3,753.09,5576.32,Kotak
4056,53095.43,0.3263,0.0283,2975.07,17325.04,1502.6,12847.37,ICICI
4057,71932.94,0.3236,0.0668,3067.95,23277.5,4805.12,15404.43,Axis
4058,56729.54,0.3314,0.0463,2300.9,18800.17,2626.58,13872.69,HDFC
4059,64429.81,0.2532,0.0417,3680.56,16313.63,2686.72,9946.35,Kotak
4060,46444.82,0.2548,0.0597,4472.7,11834.14,2772.76,4588.68,Kotak
4061,61248.5,0.3289,0.0521,5155.18,20144.63,3191.05,11798.4,Axis
4062,54189.02,0.3033,0.0779,5241.39,16435.53,4221.32,6972.82,ICICI
4063,35736.34,0.3078,0.0509,5969.78,10999.65,1818.98,3210.89,HDFC
4064,54777.82,0.2553,0.0426,2351.02,13984.78,2333.54,9300.22,ICICI
4065,35124.55,0.2755,0.048,3972.55,9676.81,1685.98,4018.28,ICICI
4066,40506.8,0.3138,0.0666,4085.5,12711.03,2697.75,5927.78,HDFC
4067,52839.92,0.3359,0.0529,5218.13,17748.93,2795.23,9735.57,HDFC
4068,54458.66,0.3417,0.0553,3065.43,18608.52,3011.56,12531.53,Kotak
4069,32161.51,0.3,0.078,2277.49,9648.45,2508.6,4862.36,Kotak
4070,65809.79,0.3045,0.0533,3255.04,20039.08,3507.66,13276.38,HDFC
4071,58580.09,0.3333,0.0366,5935.71,19524.74,2144.03,11445,SBI
4072,39429.07,0.3038,0.0584,5597.76,11978.55,2302.66,4078.13,Kotak
4073,26936.23,0.3017,0.0562,3580.99,8126.66,1513.82,3031.85,SBI
4074,47826.43,0.3405,0.011,5505.09,16284.9,526.09,10253.72,HDFC
4075,43310.84,0.329,0.0427,2131.02,14249.27,1849.37,10268.88,Kotak
4076,51697.11,0.3409,0.062,3256.82,17623.54,3205.22,11161.5,ICICI
4077,44553.25,0.2718,0.0449,4907.25,12109.57,2000.44,5201.88,HDFC
4078,19888.15,0.3024,0.0646,2885.81,6014.18,1284.77,1843.6,Axis
4079,44174.8,0.3342,0.0416,2793.56,14763.22,1837.67,10131.99,SBI
4080,45415.71,0.2611,0.0788,5447.23,11858.04,3578.76,2832.05,HDFC
4081,59504.92,0.3295,0.0305,4463.82,19606.87,1814.9,13328.15,HDFC
4082,39527,0.2683,0.0164,5956.09,10605.09,648.24,4000.76,Kotak
4083,75180.12,0.3308,0.0401,2538.68,24869.58,3014.72,19316.18,Kotak
4084,21325.39,0.3112,0.0479,3424.51,6636.46,1021.49,2190.46,Kotak
4085,69667.51,0.2693,0.0344,3244.85,18761.46,2396.56,13120.05,Axis
4086,46635.22,0.2973,0.027,5520.53,13864.65,1259.15,7084.97,Kotak
4087,62893.77,0.3182,0.057,3021.19,20012.8,3584.94,13406.67,HDFC
4088,51197.02,0.3134,0.0364,3413.84,16045.15,1863.57,10767.74,Kotak
4089,67093.33,0.2927,0.0542,2571.34,19638.22,3636.46,13430.42,ICICI
4090,44189.57,0.3399,0.0645,5101.6,15020.03,2850.23,7068.2,Kotak
4091,33520.69,0.3019,0.0633,2950.81,10119.9,2121.86,5047.23,Axis
4092,71307.56,0.3006,0.0363,2273.28,21435.05,2588.46,16573.31,ICICI
4093,48297.79,0.2562,0.0498,3740.43,12373.89,2405.23,6228.23,HDFC
4094,53323.38,0.3422,0.0415,3565.83,18247.26,2212.92,12468.51,HDFC
4095,68521.28,0.2677,0.071,2710.44,18343.15,4865.01,10767.7,SBI
4096,34520.67,0.3028,0.0715,2534.39,10452.86,2468.23,5450.24,ICICI
4097,58932.36,0.3304,0.0341,5586.23,19471.25,2009.59,11875.43,SBI
4098,41151.58,0.2715,0.0164,2271.38,11172.65,674.89,8226.38,ICICI
4099,48017.46,0.3027,0.0217,2397.24,14534.89,1041.98,11095.67,ICICI
4100,51084.18,0.2741,0.0357,2980.19,14002.17,1823.71,9198.27,Axis
4101,27496.67,0.326,0.0495,5811.36,8963.91,1361.09,1791.46,SBI
4102,38317.44,0.3064,0.056,2341.54,11740.46,2145.78,7253.14,Axis
4103,70266.09,0.3356,0.0332,5264.06,23581.3,2332.83,15984.41,ICICI
4104,63292.87,0.3395,0.0567,5568.21,21487.93,3588.71,12331.01,HDFC
4105,49060.41,0.3149,0.0756,3511.47,15449.12,3708.97,8228.68,ICICI
4106,53646.85,0.3225,0.0556,3175.58,17301.11,2982.76,11142.77,Axis
4107,45586.36,0.3049,0.0211,4709.51,13899.28,961.87,8227.9,SBI
4108,70348.75,0.2884,0.0506,4810.54,20288.58,3559.65,11918.39,SBI
4109,46994.71,0.3148,0.0479,5119.91,14793.93,2251.05,7422.97,Axis
4110,53477.63,0.3408,0.0709,5322.27,18225.18,3791.56,9111.35,SBI
4111,67190.45,0.2917,0.0345,3073.58,19599.45,2318.07,14207.8,Kotak
4112,38339.43,0.2814,0.0396,4747.85,10788.72,1518.24,4522.63,HDFC
4113,73381.84,0.2888,0.0519,2539.62,21192.68,3808.52,14844.54,HDFC
4114,27043.08,0.2935,0.0467,4042.93,7937.14,1262.91,2631.3,HDFC
4115,74444.63,0.2574,0.0603,4451.55,19162.05,4489.01,10221.49,SBI
4116,44409.87,0.2998,0.0128,2646.93,13314.08,568.45,10098.7,SBI
4117,46359.52,0.2994,0.0494,2306.03,13880.04,2290.16,9283.85,ICICI
4118,21649.85,0.3088,0.0185,2778.99,6685.47,400.52,3505.96,ICICI
4119,43178.08,0.2863,0.0321,3682.35,12361.88,1386.02,7293.51,HDFC
4120,34402.9,0.3113,0.0563,5551.36,10709.62,1936.88,3221.38,Kotak
4121,40885.3,0.3378,0.021,4127.66,13811.05,858.59,8824.8,ICICI
4122,47940.34,0.3455,0.0316,4993.97,16563.39,1514.91,10054.51,ICICI
4123,64366.87,0.3084,0.0592,2696.58,19850.74,3810.52,13343.64,SBI
4124,53114.05,0.2543,0.0556,2423.91,13506.9,2953.14,8129.85,Kotak
4125,54615.15,0.3469,0.0164,2958.47,18946,895.69,15091.84,HDFC
4126,33567.21,0.3206,0.0504,3255.52,10761.65,1691.79,5814.34,ICICI
4127,36788.69,0.2836,0.0203,4192.41,10433.27,746.81,5494.05,Kotak
4128,76980.88,0.2647,0.0277,5524.97,20376.84,2132.37,12719.5,Kotak
4129,38971.98,0.2643,0.0421,3704.37,10300.29,1640.72,4955.2,HDFC
4130,74843.12,0.2668,0.0177,4075.19,19968.14,1324.72,14568.23,Kotak
4131,46354.08,0.2546,0.0796,2018.45,11801.75,3689.78,6093.52,Kotak
4132,50034.32,0.3402,0.0216,2133.25,17021.68,1080.74,13807.69,Kotak
4133,66055.48,0.3041,0.0647,2335.08,20087.47,4273.79,13478.6,ICICI
4134,69078.39,0.32,0.0681,4795.98,22105.08,4704.24,12604.86,HDFC
4135,48337.81,0.3328,0.0796,3944.77,16086.82,3847.69,8294.36,Kotak
4136,44176.35,0.3292,0.04,2771.84,14542.85,1767.05,10003.96,Kotak
4137,49161.19,0.3383,0.0712,4370.4,16631.23,3500.28,8760.55,ICICI
4138,55069.36,0.3467,0.077,4178.45,19092.55,4240.34,10673.76,HDFC
4139,63369.56,0.2939,0.0221,2355.2,18624.31,1400.47,14868.64,SBI
4140,50063.45,0.345,0.0436,4561.65,17271.89,2182.77,10527.47,ICICI
4141,59283.29,0.3223,0.0142,5068.62,19107,841.82,13196.56,HDFC
4142,74575.4,0.2571,0.0535,3146.22,19173.34,3989.78,12037.34,Kotak
4143,55719.64,0.3182,0.0507,4749.96,17729.99,2824.99,10155.04,HDFC
4144,54674.79,0.3187,0.0243,2798.88,17424.86,1328.6,13297.38,HDFC
4145,27216.34,0.3406,0.0659,5026.92,9269.89,1793.56,2449.41,HDFC
4146,10539.05,0.2873,0.0126,5647.1,3027.87,132.79,-2752.02,SBI
4147,55825.64,0.3085,0.0664,3767.47,17222.21,3706.82,9747.92,HDFC
4148,48577.64,0.2512,0.0119,2978.49,12202.7,578.07,8646.14,SBI
4149,42278.26,0.2832,0.056,3596.71,11973.2,2367.58,6008.91,Kotak
4150,53652.95,0.2562,0.0155,3000.31,13745.89,831.62,9913.96,SBI
4151,49093.94,0.3022,0.0276,2004.96,14836.19,1354.99,11476.24,Kotak
4152,66916.7,0.3317,0.0605,4601.83,22196.27,4048.46,13545.98,Kotak
4153,51291.66,0.2706,0.0296,2170.11,13879.52,1518.23,10191.18,SBI
4154,38796.15,0.3027,0.0458,2841.56,11743.59,1776.86,7125.17,ICICI
4155,64852.49,0.2704,0.0741,4889.8,17536.11,4805.57,7840.74,Axis
4156,46743.03,0.2621,0.0135,4662.9,12251.35,631.03,6957.42,HDFC
4157,57898.05,0.3011,0.0668,2293.32,17433.1,3867.59,11272.19,Axis
4158,42838.84,0.2579,0.0146,4640.22,11048.14,625.45,5782.47,HDFC
4159,40252.6,0.3087,0.0189,5722.3,12425.98,760.77,5942.91,HDFC
4160,51262.52,0.2531,0.0184,2298.01,12974.54,943.23,9733.3,Kotak
